"Species","species","average","overall","sd","ratio","ava","avb","ord","cusum","p","Comparison","Position","Kingdom","Phylum","Class","Order","Family","Genus","Species.y"
"ASV_21974","ASV_21974",0.0129478992352677,0.786418029689609,0.0169640221812948,0.763256443365448,95.3333333333333,7.3378,20062,1,0.026,"latrine_1931-1962_latrine_1984-2024",21974,"Bacteria","Bacillota","Bacilli","Bacillales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_21961","ASV_21961",0.0127291857849753,0.786418029689609,0.0164703196673885,0.772856024778877,93.336,7.0234,20045,1,0.006,"latrine_1931-1962_latrine_1984-2024",21961,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_21960","ASV_21960",0.0105011875843455,0.786418029689609,0.0121654352655405,0.863198673547742,82.098,24.9726,20043,1,0.042,"latrine_1931-1962_latrine_1984-2024",21960,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_6544","ASV_6544",0.00891132703553756,0.786418029689609,0.0126152983291372,0.706390511190318,65.6713333333333,1.0848,1740,1,0.036,"latrine_1931-1962_latrine_1984-2024",6544,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_21968","ASV_21968",0.00648691857849753,0.786418029689609,0.00738943676698535,0.87786373752867,46.126,11.5054,20054,1,0.021,"latrine_1931-1962_latrine_1984-2024",21968,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"ASV_21975","ASV_21975",0.00511284750337382,0.786418029689609,0.0068121530094082,0.750547953974685,36.6646666666667,3.6646,20063,1,0.014,"latrine_1931-1962_latrine_1984-2024",21975,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_23672","ASV_23672",0.00289326135852452,0.786418029689609,0.00236712138552551,1.22226995886914,22.4,1.5456,22309,1,0.011,"latrine_1931-1962_latrine_1984-2024",23672,"Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium",NA
"ASV_863","ASV_863",0.0024927485380117,0.786418029689609,0.00233794586368291,1.06621311328609,18.7806666666667,1.8338,17176,0.691154495135153,0.005,"latrine_1931-1962_latrine_1984-2024",863,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV_20044","ASV_20044",0.00246396761133603,0.786418029689609,0.00354414613705269,0.695221787153807,18.258,0,17662,1,0.028,"latrine_1931-1962_latrine_1984-2024",20044,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_18700","ASV_18700",0.00226843904633378,0.786418029689609,0.00321153686510876,0.706340652968641,16.7193333333333,0.2694,16149,1,0.006,"latrine_1931-1962_latrine_1984-2024",18700,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV_21961","ASV_21961",0.0127320062977958,0.820128025191183,0.0167093670266143,0.761968198886083,93.336,8.3255,20103,1,0.007,"latrine_1931-1962_latrine_LIA",21961,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_21974","ASV_21974",0.0127283850652272,0.820128025191183,0.0180207997147626,0.706316327060676,95.3333333333333,1.602,20117,1,0.029,"latrine_1931-1962_latrine_LIA",21974,"Bacteria","Bacillota","Bacilli","Bacillales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_6544","ASV_6544",0.00962854251012146,0.820128025191183,0.0111089032613929,0.866741052969993,65.6713333333333,17.0285,2126,1,0.009,"latrine_1931-1962_latrine_LIA",6544,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_21968","ASV_21968",0.00609325236167341,0.820128025191183,0.00794747955740684,0.766689906864204,46.126,2.925,20110,1,0.048,"latrine_1931-1962_latrine_LIA",21968,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"ASV_21975","ASV_21975",0.00494799820062978,0.820128025191183,0.0073086777105429,0.67700320038633,36.6646666666667,0,20118,1,0.015,"latrine_1931-1962_latrine_LIA",21975,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_23672","ASV_23672",0.00286536212325686,0.820128025191183,0.0023323320635408,1.22853952404481,22.4,11.034,22390,1,0.019,"latrine_1931-1962_latrine_LIA",23672,"Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium",NA
"ASV_20044","ASV_20044",0.0025955240665767,0.820128025191183,0.00329165887076165,0.788515507980364,18.258,2.9245,17738,1,0.007,"latrine_1931-1962_latrine_LIA",20044,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_863","ASV_863",0.00253450292397661,0.820128025191183,0.00249710268464071,1.01497745349678,18.7806666666667,0,28356,0.653765011288737,0.003,"latrine_1931-1962_latrine_LIA",863,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV_18700","ASV_18700",0.00225632028789924,0.820128025191183,0.00333280594037321,0.67700320038633,16.7193333333333,0,16222,1,0.014,"latrine_1931-1962_latrine_LIA",18700,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV_3346","ASV_3346",0.0022442645074224,0.820128025191183,0.00331499837244746,0.67700320038633,16.63,0,12375,0.955421007198222,0.01,"latrine_1931-1962_latrine_LIA",3346,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Incertae_Sedis",NA
"ASV_21974","ASV_21974",0.0132535162693057,0.80922318188634,0.0155701994192983,0.851210438119299,95.3333333333333,22.5616666666667,20171,1,0.007,"latrine_1931-1962_latrine_LIA-1931",21974,"Bacteria","Bacillota","Bacilli","Bacillales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_21961","ASV_21961",0.0125687659319238,0.80922318188634,0.0172584418209729,0.728267711668495,93.336,0.604333333333333,20158,1,0.017,"latrine_1931-1962_latrine_LIA-1931",21961,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_21960","ASV_21960",0.0103012595591543,0.80922318188634,0.0125028347452476,0.823913917847302,82.098,21.3956666666667,20157,1,0.046,"latrine_1931-1962_latrine_LIA-1931",21960,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_6544","ASV_6544",0.00888388064177538,0.80922318188634,0.0128355740539199,0.692129592681701,65.6713333333333,0.474666666666667,2016,1,0.026,"latrine_1931-1962_latrine_LIA-1931",6544,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_21968","ASV_21968",0.00654588394062078,0.80922318188634,0.00729187072664119,0.897696103786521,46.126,13.1896666666667,20165,1,0.014,"latrine_1931-1962_latrine_LIA-1931",21968,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"ASV_21975","ASV_21975",0.00509514170040486,0.80922318188634,0.00684788711796243,0.744045807507543,36.6646666666667,3.271,20172,1,0.016,"latrine_1931-1962_latrine_LIA-1931",21975,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_23672","ASV_23672",0.00292150247413405,0.80922318188634,0.00234315634862601,1.24682353179171,22.4,6.20166666666667,22417,1,0.016,"latrine_1931-1962_latrine_LIA-1931",23672,"Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium",NA
"ASV_863","ASV_863",0.00253450292397661,0.80922318188634,0.00246010652556369,1.03024112884537,18.7806666666667,0,12194,0.690466249674292,0.004,"latrine_1931-1962_latrine_LIA-1931",863,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV_20044","ASV_20044",0.00246396761133603,0.80922318188634,0.00358559954810799,0.687184270936277,18.258,0,17759,1,0.026,"latrine_1931-1962_latrine_LIA-1931",20044,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_21486","ASV_21486",0.00232573099415205,0.80922318188634,0.00211635023924337,1.09893483178074,1.65333333333333,18.887,19583,1,0.009,"latrine_1931-1962_latrine_LIA-1931",21486,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",NA
"ASV_24608","ASV_24608",0.00734244264507422,0.978949851551957,0.00326020455773363,2.25214170308946,0.529,54.9365,23087,1,0.001,"latrine_1984-2024_control_LIA",24608,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Incertae_Sedis",NA
"ASV_21602","ASV_21602",0.00534661268556005,0.978949851551957,0.00247725004605793,2.15828543189178,39.6184,0,18943,1,0.004,"latrine_1984-2024_control_LIA",21602,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia",NA
"ASV_21326","ASV_21326",0.00416744939271255,0.978949851551957,0.00307390035050616,1.3557529254409,30.8808,0,18552,1,0.007,"latrine_1984-2024_control_LIA",21326,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","OLB8",NA
"ASV_11998","ASV_11998",0.00405357624831309,0.978949851551957,0.00317420553200963,1.27703647650904,0,30.037,6502,1,0.001,"latrine_1984-2024_control_LIA",11998,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV_761","ASV_761",0.00398183535762483,0.978949851551957,0.00306219646540642,1.30032001623918,29.5054,0,21007,0.579178183501713,0.029,"latrine_1984-2024_control_LIA",761,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44",NA
"ASV_22643","ASV_22643",0.00388414304993252,0.978949851551957,0.00153752431502311,2.52623195092309,29.032,0.2505,20365,1,0.002,"latrine_1984-2024_control_LIA",22643,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"ASV_14169","ASV_14169",0.00346545209176788,0.978949851551957,0.00335378842163321,1.03329478669984,0,25.679,9309,1,0.001,"latrine_1984-2024_control_LIA",14169,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_11877","ASV_11877",0.00340614035087719,0.978949851551957,0.00207978367341644,1.63773780629885,0,25.2395,6358,1,0.001,"latrine_1984-2024_control_LIA",11877,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_6858","ASV_6858",0.00339207827260459,0.978949851551957,0.00241105174633064,1.40688737923894,26.3398,1.375,14220,0.999175643116648,0.033,"latrine_1984-2024_control_LIA",6858,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","Incertae_Sedis",NA
"ASV_11521","ASV_11521",0.00301898785425101,0.978949851551957,0.00227690404631472,1.32591790995207,23.9668,2.1755,5901,1,0.048,"latrine_1984-2024_control_LIA",11521,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14","Incertae_Sedis",NA
"ASV_11958","ASV_11958",0.0177414170040486,0.838967031039136,0.0129992756927459,1.36480042606905,81.0628,156.745,7464,1,0.023,"latrine_1984-2024_latrine_LIA",11958,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_20544","ASV_20544",0.00449666666666667,0.838967031039136,0.00468198063875703,0.960419748309861,7.2778,36.9975,17777,1,0.015,"latrine_1984-2024_latrine_LIA",20544,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_21602","ASV_21602",0.00414874493927125,0.838967031039136,0.00262352471813392,1.58136300778679,39.6184,11.4785,19172,1,0.03,"latrine_1984-2024_latrine_LIA",21602,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia",NA
"ASV_26821","ASV_26821",0.00375802968960864,0.838967031039136,0.00659202015213032,0.570087712549569,0,27.847,26274,1,0.001,"latrine_1984-2024_latrine_LIA",26821,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA
"ASV_21326","ASV_21326",0.00360354925775978,0.838967031039136,0.00252943570638879,1.42464552416099,30.8808,8.311,18755,1,0.032,"latrine_1984-2024_latrine_LIA",21326,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","OLB8",NA
"ASV_20711","ASV_20711",0.00328273954116059,0.838967031039136,0.00538942234432231,0.609107865635901,1.6432,23.5035,17961,1,0.009,"latrine_1984-2024_latrine_LIA",20711,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_5928","ASV_5928",0.00307817813765182,0.838967031039136,0.00490169753004277,0.627982065148961,2.1416,21.7385,5537,0.999627489990462,0.025,"latrine_1984-2024_latrine_LIA",5928,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Aridibacter",NA
"ASV_20635","ASV_20635",0.00285079622132254,0.838967031039136,0.00203196406934223,1.40297570431222,21.1244,0,17876,1,0.016,"latrine_1984-2024_latrine_LIA",20635,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_21158","ASV_21158",0.00257388663967611,0.838967031039136,0.00447144491380562,0.575627496098458,0,19.0725,18508,1,0.036,"latrine_1984-2024_latrine_LIA",21158,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13","Incertae_Sedis",NA
"ASV_21636","ASV_21636",0.00236437246963563,0.838967031039136,0.00234966781969858,1.00625818246042,18.498,1.2225,19233,1,0.048,"latrine_1984-2024_latrine_LIA",21636,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Incertae_Sedis",NA
"ASV_19307","ASV_19307",0.0208058299595142,0.962812100764732,0.015715494277982,1.32390554133979,0,154.1712,16212,1,0.002,"latrine_LIA-1931_control_1984-2024",19307,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_14146","ASV_14146",0.0120181646423752,0.962812100764732,0.0121465449136294,0.989430716951437,7.172,93.43,9541,1,0.015,"latrine_LIA-1931_control_1984-2024",14146,"Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B",NA
"ASV_22406","ASV_22406",0.00972125056230319,0.962812100764732,0.00888583189728965,1.09401693332375,17.1956666666667,72.8146,20378,1,0.011,"latrine_LIA-1931_control_1984-2024",22406,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Incertae_Sedis",NA
"ASV_11931","ASV_11931",0.00578278002699055,0.962812100764732,0.00480997696295483,1.20224692790173,0,42.8504,6934,1,0.002,"latrine_LIA-1931_control_1984-2024",11931,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_11735","ASV_11735",0.00564974358974359,0.962812100764732,0.00420192172928639,1.34456183473534,0,41.8646,6704,1,0.003,"latrine_LIA-1931_control_1984-2024",11735,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_20461","ASV_20461",0.00532073774179037,0.962812100764732,0.00340353311687513,1.56329836057992,39.4266666666667,0,17677,1,0.001,"latrine_LIA-1931_control_1984-2024",20461,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Daejeonella",NA
"ASV_19347","ASV_19347",0.00530773729194782,0.962812100764732,0.00782927239320533,0.677934937677499,39.3303333333333,0,16259,1,0.01,"latrine_LIA-1931_control_1984-2024",19347,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_26702","ASV_26702",0.00516105263157895,0.962812100764732,0.00416340155115864,1.2396240353378,0,38.2434,26187,1,0.002,"latrine_LIA-1931_control_1984-2024",26702,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_26722","ASV_26722",0.00439816464237517,0.962812100764732,0.00560187156577397,0.785124148373349,0,32.5904,26212,1,0.028,"latrine_LIA-1931_control_1984-2024",26722,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Incertae_Sedis",NA
"ASV_23105","ASV_23105",0.00419044534412955,0.962812100764732,0.00559229614932655,0.749324648093643,0,31.0512,21318,1,0.035,"latrine_LIA-1931_control_1984-2024",23105,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_24608","ASV_24608",0.00669669365721997,0.977533333333333,0.00355385356075298,1.88434710174189,5.314,54.9365,23235,1,0.002,"latrine_LIA-1931_control_LIA",24608,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Incertae_Sedis",NA
"ASV_20461","ASV_20461",0.00532073774179037,0.977533333333333,0.00344764121754414,1.54329798434783,39.4266666666667,0,17647,1,0.01,"latrine_LIA-1931_control_LIA",20461,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Daejeonella",NA
"ASV_19347","ASV_19347",0.00530773729194782,0.977533333333333,0.00793073587924352,0.669261638864981,39.3303333333333,0,16131,1,0.037,"latrine_LIA-1931_control_LIA",19347,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_11998","ASV_11998",0.00405357624831309,0.977533333333333,0.00320168834381316,1.26607458722399,0,30.037,6847,1,0.001,"latrine_LIA-1931_control_LIA",11998,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV_14169","ASV_14169",0.00346545209176788,0.977533333333333,0.00338282609266337,1.02442513946659,0,25.679,9607,1,0.001,"latrine_LIA-1931_control_LIA",14169,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_11877","ASV_11877",0.00340614035087719,0.977533333333333,0.0020977907944778,1.62367971098141,0,25.2395,6702,1,0.001,"latrine_LIA-1931_control_LIA",11877,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_14175","ASV_14175",0.00284642375168691,0.977533333333333,0.00503618743193375,0.565194165260439,0,21.092,9618,1,0.001,"latrine_LIA-1931_control_LIA",14175,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_23711","ASV_23711",0.00284008097165992,0.977533333333333,0.00300303478111318,0.945736955669606,0,21.045,22092,1,0.001,"latrine_LIA-1931_control_LIA",23711,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASV_6524","ASV_6524",0.00283947368421053,0.977533333333333,0.00502389065340423,0.565194165260439,0,21.0405,26380,0.999540624022402,0.001,"latrine_LIA-1931_control_LIA",6524,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_23191","ASV_23191",0.00266315789473684,0.977533333333333,0.00168269478505976,1.5826743616147,0,19.734,21404,1,0.001,"latrine_LIA-1931_control_LIA",23191,"Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella",NA
"ASV_6553","ASV_6553",0.00603340530814215,0.804478686459739,0.0130660165544032,0.461763176483112,43.493,1.8218,1057,1,0.018,"latrine_LIA-1931_latrine_1984-2024",6553,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_19347","ASV_19347",0.00569023841655421,0.804478686459739,0.00752892407541804,0.755783742743913,39.3303333333333,8.503,16596,1,0.001,"latrine_LIA-1931_latrine_1984-2024",19347,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_21602","ASV_21602",0.00461367521367521,0.804478686459739,0.00262754209597446,1.7558901228428,5.586,39.6184,19437,1,0.004,"latrine_LIA-1931_latrine_1984-2024",21602,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia",NA
"ASV_20461","ASV_20461",0.00393250562303194,0.804478686459739,0.00277778301308699,1.4156993561069,39.4266666666667,24.4648,17883,1,0.034,"latrine_LIA-1931_latrine_1984-2024",20461,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Daejeonella",NA
"ASV_11477","ASV_11477",0.00355865946918578,0.804478686459739,0.00605385058457991,0.587834043715951,25.9976666666667,1.116,7038,1,0.001,"latrine_LIA-1931_latrine_1984-2024",11477,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14","Incertae_Sedis",NA
"ASV_21326","ASV_21326",0.00341980206927575,0.804478686459739,0.00238826685167255,1.43191790602495,14.6683333333333,30.8808,19035,1,0.017,"latrine_LIA-1931_latrine_1984-2024",21326,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","OLB8",NA
"ASV_21976","ASV_21976",0.00324502923976608,0.804478686459739,0.00607060194806346,0.534548182787912,24.0456666666667,0.2112,19892,1,0.001,"latrine_LIA-1931_latrine_1984-2024",21976,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Planococcus",NA
"ASV_20936","ASV_20936",0.0028383085919928,0.804478686459739,0.00363014718792681,0.781871490344106,22.6466666666667,9.5762,18469,1,0.016,"latrine_LIA-1931_latrine_1984-2024",20936,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA
"ASV_20635","ASV_20635",0.00276457040035987,0.804478686459739,0.00200175112573753,1.38107598133174,0.840666666666667,21.1244,18101,1,0.001,"latrine_LIA-1931_latrine_1984-2024",20635,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_19173","ASV_19173",0.00274966261808367,0.804478686459739,0.00490006788142068,0.561147862565214,18.6026666666667,3.686,16389,1,0.021,"latrine_LIA-1931_latrine_1984-2024",19173,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_19347","ASV_19347",0.00530773729194782,0.838571479982006,0.00793073587924352,0.669261638864981,39.3303333333333,0,16571,1,0.037,"latrine_LIA-1931_latrine_LIA",19347,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_20544","ASV_20544",0.0046295771479982,0.838571479982006,0.00450347679460196,1.02800066685086,15.3853333333333,36.9975,17960,1,0.009,"latrine_LIA-1931_latrine_LIA",20544,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_26821","ASV_26821",0.00375802968960864,0.838571479982006,0.00664909498468894,0.565194165260439,0,27.847,26329,1,0.001,"latrine_LIA-1931_latrine_LIA",26821,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA
"ASV_20711","ASV_20711",0.00317186234817814,0.838571479982006,0.0056119870712334,0.565194165260439,0,23.5035,18168,1,0.03,"latrine_LIA-1931_latrine_LIA",20711,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_21158","ASV_21158",0.00261662168241116,0.838571479982006,0.00443218508995242,0.590368323819086,0.725333333333333,19.0725,18740,1,0.006,"latrine_LIA-1931_latrine_LIA",21158,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13","Incertae_Sedis",NA
"ASV_21486","ASV_21486",0.00254885290148448,0.838571479982006,0.00209345013278923,1.21753695565153,18.887,0,19242,1,0.006,"latrine_LIA-1931_latrine_LIA",21486,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",NA
"ASV_22254","ASV_22254",0.00213940620782726,0.838571479982006,0.00378525883550378,0.565194165260439,0,15.853,20222,1,0.001,"latrine_LIA-1931_latrine_LIA",22254,"Bacteria","Bacillota","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",NA
"ASV_20226","ASV_20226",0.00211781376518219,0.838571479982006,0.00201920226307006,1.048836861921,14.3803333333333,7.3855,17595,1,0.019,"latrine_LIA-1931_latrine_LIA",20226,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","Incertae_Sedis",NA
"ASV_25243","ASV_25243",0.00209716599190283,0.838571479982006,0.00253471350420665,0.827377921971198,7.63333333333333,11.86,24075,1,0.006,"latrine_LIA-1931_latrine_LIA",25243,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Incertae_Sedis",NA
"ASV_11898","ASV_11898",0.00190249662618084,0.838571479982006,0.00228650560210548,0.832054216018087,3.01366666666667,14.7025,7703,1,0.004,"latrine_LIA-1931_latrine_LIA",11898,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
