"Species","species","average","overall","sd","ratio","ava","avb","ord","cusum","p","Comparison","Position","Kingdom","Phylum","Class","Order","Family","Genus","Species.y"
"ASV_11931","ASV_11931",0.00578278002699055,0.960533684210526,0.00483048868484837,1.19714182234382,42.8504,0,7431,1,0.03,"control_1984-2024_latrine_LIA",11931,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_11735","ASV_11735",0.00564974358974359,0.960533684210526,0.00421984045334543,1.33885241686438,41.8646,0,7181,1,0.013,"control_1984-2024_latrine_LIA",11735,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_26702","ASV_26702",0.00516105263157895,0.960533684210526,0.00418115600932054,1.23436021523092,38.2434,0,26210,1,0.03,"control_1984-2024_latrine_LIA",26702,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_20544","ASV_20544",0.00499291497975709,0.960533684210526,0.0049191607653583,1.01499325147456,0,36.9975,17986,1,0.007,"control_1984-2024_latrine_LIA",20544,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_26821","ASV_26821",0.00375802968960864,0.960533684210526,0.00659202015213032,0.570087712549569,0,27.847,26344,1,0.001,"control_1984-2024_latrine_LIA",26821,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA
"ASV_17988","ASV_17988",0.00374124156545209,0.960533684210526,0.00270003980813768,1.38562459493238,27.7226,0,14897,1,0.01,"control_1984-2024_latrine_LIA",17988,"Bacteria","Candidatus_Kapabacteria","Kapabacteria","Kapabacteriales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_22643","ASV_22643",0.00346099865047233,0.960533684210526,0.00222360267700442,1.55648249854372,0,25.646,20823,1,0.009,"control_1984-2024_latrine_LIA",22643,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"ASV_14146","ASV_14146",0.0121114709851552,0.881080800719748,0.0120006594719112,1.0092337853185,8.64266666666667,93.43,9367,1,0.009,"control_LIA-1931_control_1984-2024",14146,"Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Tychonema_CCAP_1459-11B",NA
"ASV_22891","ASV_22891",0.00957058929374719,0.881080800719748,0.00757189878444124,1.26396159882814,76.182,13.608,21223,1,0.003,"control_LIA-1931_control_1984-2024",22891,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Incertae_Sedis",NA
"ASV_22406","ASV_22406",0.00837502474134053,0.881080800719748,0.00911440953942461,0.918877378190452,14.5243333333333,72.8146,20604,1,0.042,"control_LIA-1931_control_1984-2024",22406,"Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Incertae_Sedis",NA
"ASV_11735","ASV_11735",0.00526355375618533,0.881080800719748,0.00402632048146835,1.30728633759074,7.36566666666667,41.8646,6212,1,0.002,"control_LIA-1931_control_1984-2024",11735,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_11931","ASV_11931",0.00516675663517769,0.881080800719748,0.00467936927375851,1.10415663584244,6.70566666666667,42.8504,6505,1,0.008,"control_LIA-1931_control_1984-2024",11931,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_26702","ASV_26702",0.00503140800719748,0.881080800719748,0.00409588124330409,1.22840671111321,1.44,38.2434,26208,1,0.003,"control_LIA-1931_control_1984-2024",26702,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_23105","ASV_23105",0.00412269905533063,0.881080800719748,0.00557270176952828,0.739802563609934,0.721,31.0512,21491,1,0.044,"control_LIA-1931_control_1984-2024",23105,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_14174","ASV_14174",0.00407611336032389,0.881080800719748,0.00664086821185073,0.61379223774536,30.204,0,9397,1,0.001,"control_LIA-1931_control_1984-2024",14174,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_19925","ASV_19925",0.00354745838956365,0.881080800719748,0.00799929902406249,0.443471156521669,26.2866666666667,0,17097,1,0.001,"control_LIA-1931_control_1984-2024",19925,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"ASV_17988","ASV_17988",0.00341882141250562,0.881080800719748,0.00252883290742395,1.35193646146763,4.96533333333333,27.7226,14671,1,0.008,"control_LIA-1931_control_1984-2024",17988,"Bacteria","Candidatus_Kapabacteria","Kapabacteria","Kapabacteriales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_22891","ASV_22891",0.00984862798020693,0.935035739991003,0.00802914212398972,1.22661024404848,76.182,4.858,20993,1,0.015,"control_LIA-1931_control_LIA",22891,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Incertae_Sedis",NA
"ASV_24608","ASV_24608",0.00668184885290148,0.935035739991003,0.0033362316561761,2.00281321608225,5.424,54.9365,23257,1,0.001,"control_LIA-1931_control_LIA",24608,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Incertae_Sedis",NA
"ASV_11998","ASV_11998",0.00405357624831309,0.935035739991003,0.00320168834381316,1.26607458722399,0,30.037,5747,1,0.001,"control_LIA-1931_control_LIA",11998,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV_14169","ASV_14169",0.00346545209176788,0.935035739991003,0.00338282609266337,1.02442513946659,0,25.679,8938,1,0.001,"control_LIA-1931_control_LIA",14169,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_11877","ASV_11877",0.00330015744489429,0.935035739991003,0.00211171255623171,1.56278724353627,0.785333333333333,25.2395,5535,1,0.001,"control_LIA-1931_control_LIA",11877,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_26738","ASV_26738",0.00288758434547908,0.935035739991003,0.00354760607923112,0.813952925152534,21.6356666666667,0.716,26149,1,0.041,"control_LIA-1931_control_LIA",26738,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_14175","ASV_14175",0.00284642375168691,0.935035739991003,0.00503618743193375,0.565194165260439,0,21.092,8946,1,0.001,"control_LIA-1931_control_LIA",14175,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_23711","ASV_23711",0.00284008097165992,0.935035739991003,0.00300303478111318,0.945736955669606,0,21.045,22015,1,0.001,"control_LIA-1931_control_LIA",23711,"Bacteria","Actinomycetota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASV_6524","ASV_6524",0.00283947368421053,0.935035739991003,0.00502389065340423,0.565194165260439,0,21.0405,2534,0.988120473045971,0.001,"control_LIA-1931_control_LIA",6524,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_23191","ASV_23191",0.00266315789473684,0.935035739991003,0.00168269478505976,1.5826743616147,0,19.734,21393,1,0.001,"control_LIA-1931_control_LIA",23191,"Bacteria","Actinomycetota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella",NA
"ASV_22891","ASV_22891",0.0099540170940171,0.94886081871345,0.007964990456789,1.24972115761077,76.182,4.0636,20210,1,0.002,"control_LIA-1931_latrine_1984-2024",22891,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Incertae_Sedis",NA
"ASV_21602","ASV_21602",0.00534661268556005,0.94886081871345,0.00246673089006345,2.16748924947485,0,39.6184,18262,1,0.001,"control_LIA-1931_latrine_1984-2024",21602,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia",NA
"ASV_21326","ASV_21326",0.00416744939271255,0.94886081871345,0.0030608476361264,1.36153441403787,0,30.8808,17846,1,0.002,"control_LIA-1931_latrine_1984-2024",21326,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","OLB8",NA
"ASV_14174","ASV_14174",0.00407611336032389,0.94886081871345,0.00664086821185073,0.61379223774536,30.204,0,7961,1,0.002,"control_LIA-1931_latrine_1984-2024",14174,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_761","ASV_761",0.00398183535762483,0.94886081871345,0.00304919344927706,1.30586511609124,0,29.5054,3131,0.573173864381542,0.002,"control_LIA-1931_latrine_1984-2024",761,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44",NA
"ASV_22643","ASV_22643",0.00376950067476383,0.94886081871345,0.00153858193264592,2.44998371213249,1.1,29.032,19865,1,0.002,"control_LIA-1931_latrine_1984-2024",22643,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"ASV_19925","ASV_19925",0.00354745838956365,0.94886081871345,0.00799929902406249,0.443471156521669,26.2866666666667,0,15951,1,0.001,"control_LIA-1931_latrine_1984-2024",19925,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"ASV_1044","ASV_1044",0.00354565901934323,0.94886081871345,0.000951503803534122,3.72637398418563,29.1523333333333,2.879,12128,0.639769857322577,0.001,"control_LIA-1931_latrine_1984-2024",1044,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Incertae_Sedis",NA
"ASV_6858","ASV_6858",0.00331183085919928,0.94886081871345,0.00238906775623519,1.38624400691684,2.063,26.3398,21899,0.986299711337923,0.01,"control_LIA-1931_latrine_1984-2024",6858,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","Incertae_Sedis",NA
"ASV_11521","ASV_11521",0.00317194781826361,0.94886081871345,0.00233164336546482,1.36039150122398,0.578333333333333,23.9668,4314,1,0.01,"control_LIA-1931_latrine_1984-2024",11521,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14","Incertae_Sedis",NA
"ASV_11958","ASV_11958",0.0181959964012596,0.923197233468286,0.0136849012007943,1.32964031923033,33.7933333333333,156.745,5883,1,0.018,"control_LIA-1931_latrine_LIA",11958,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_22891","ASV_22891",0.00897487629329735,0.923197233468286,0.00697980591176539,1.28583465023992,76.182,30.268,20649,1,0.029,"control_LIA-1931_latrine_LIA",22891,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Incertae_Sedis",NA
"ASV_26593","ASV_26593",0.00892834008097166,0.923197233468286,0.0116705227158047,0.765033434953223,36.7896666666667,44.054,25911,1,0.047,"control_LIA-1931_latrine_LIA",26593,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Incertae_Sedis",NA
"ASV_20544","ASV_20544",0.00499291497975709,0.923197233468286,0.00496175169659521,1.00628070187052,0,36.9975,17282,1,0.004,"control_LIA-1931_latrine_LIA",20544,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_26821","ASV_26821",0.00375802968960864,0.923197233468286,0.00664909498468894,0.565194165260439,0,27.847,26188,1,0.001,"control_LIA-1931_latrine_LIA",26821,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA
"ASV_22643","ASV_22643",0.00338677462887989,0.923197233468286,0.00213049295354837,1.58966713465969,1.1,25.646,20308,1,0.017,"control_LIA-1931_latrine_LIA",22643,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"ASV_20711","ASV_20711",0.00317186234817814,0.923197233468286,0.0056119870712334,0.565194165260439,0,23.5035,17511,1,0.03,"control_LIA-1931_latrine_LIA",20711,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_26738","ASV_26738",0.00291979307242465,0.923197233468286,0.0035996673002094,0.811128592982692,21.6356666666667,0,26082,1,0.038,"control_LIA-1931_latrine_LIA",26738,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_21158","ASV_21158",0.00257901484480432,0.923197233468286,0.00449392894549151,0.573888656471013,0.168,19.0725,18093,1,0.02,"control_LIA-1931_latrine_LIA",21158,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13","Incertae_Sedis",NA
"ASV_19273","ASV_19273",0.00256988304093567,0.923197233468286,0.00233428682927828,1.10092856143572,21.0183333333333,1.9755,15617,1,0.018,"control_LIA-1931_latrine_LIA",19273,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_22891","ASV_22891",0.0100812115759484,0.943995891437997,0.00816940395497047,1.23402045381962,76.182,1.78966666666667,20477,1,0.002,"control_LIA-1931_latrine_LIA-1931",22891,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Incertae_Sedis",NA
"ASV_19347","ASV_19347",0.00530773729194782,0.943995891437997,0.00787388399299147,0.674093915616769,0,39.3303333333333,15396,1,0.026,"control_LIA-1931_latrine_LIA-1931",19347,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
"ASV_20461","ASV_20461",0.00522144249512671,0.943995891437997,0.00335156322224555,1.55791257657623,1.10366666666667,39.4266666666667,16892,1,0.003,"control_LIA-1931_latrine_LIA-1931",20461,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Daejeonella",NA
"ASV_14174","ASV_14174",0.00407611336032389,0.943995891437997,0.00667870822303193,0.610314633339897,30.204,0,8317,1,0.002,"control_LIA-1931_latrine_LIA-1931",14174,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_1044","ASV_1044",0.0035612685560054,0.943995891437997,0.000829053247754487,4.29558483203726,29.1523333333333,2.76333333333333,2514,0.643962062096143,0.001,"control_LIA-1931_latrine_LIA-1931",1044,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Incertae_Sedis",NA
"ASV_19925","ASV_19925",0.00354745838956365,0.943995891437997,0.00804487944440153,0.440958551844098,26.2866666666667,0,16149,1,0.001,"control_LIA-1931_latrine_LIA-1931",19925,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA
"ASV_11477","ASV_11477",0.00350845704003599,0.943995891437997,0.00619612783450561,0.566233805006046,0,25.9976666666667,4711,1,0.022,"control_LIA-1931_latrine_LIA-1931",11477,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","67-14","Incertae_Sedis",NA
"ASV_21976","ASV_21976",0.00324502923976608,0.943995891437997,0.00612007232692704,0.530227269617163,0,24.0456666666667,19064,1,0.002,"control_LIA-1931_latrine_LIA-1931",21976,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Planococcus",NA
"ASV_20936","ASV_20936",0.00299665617034038,0.943995891437997,0.00405661894506856,0.738707828099869,1.32433333333333,22.6466666666667,17560,1,0.014,"control_LIA-1931_latrine_LIA-1931",20936,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17","Incertae_Sedis",NA
"ASV_26738","ASV_26738",0.00291979307242465,0.943995891437997,0.00357386290084309,0.816985193174551,21.6356666666667,0,26058,1,0.003,"control_LIA-1931_latrine_LIA-1931",26738,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_11958","ASV_11958",0.0204927125506073,0.934786842105263,0.0156605801598189,1.30855385569855,4.894,156.745,7560,1,0.007,"control_LIA_latrine_LIA",11958,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_24608","ASV_24608",0.00594156545209177,0.934786842105263,0.00350730879629473,1.69405256200101,54.9365,10.9095,23405,1,0.006,"control_LIA_latrine_LIA",24608,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Incertae_Sedis",NA
"ASV_20544","ASV_20544",0.00499291497975709,0.934786842105263,0.00501657934661239,0.995282768352645,0,36.9975,18088,1,0.011,"control_LIA_latrine_LIA",20544,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_11998","ASV_11998",0.00383313090418354,0.934786842105263,0.00326099856930558,1.17544697512695,30.037,1.6335,7617,1,0.001,"control_LIA_latrine_LIA",11998,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV_26821","ASV_26821",0.00375802968960864,0.934786842105263,0.00672256787794188,0.559016994374947,0,27.847,26338,1,0.001,"control_LIA_latrine_LIA",26821,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA
"ASV_14169","ASV_14169",0.00346545209176788,0.934786842105263,0.00342020652127386,1.01322890013003,25.679,0,10302,1,0.001,"control_LIA_latrine_LIA",14169,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_22643","ASV_22643",0.00344409581646424,0.934786842105263,0.00224097189847189,1.53687595048057,0.2505,25.646,20894,1,0.011,"control_LIA_latrine_LIA",22643,"Bacteria","Actinomycetota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia",NA
"ASV_11877","ASV_11877",0.00325168690958165,0.934786842105263,0.00213889198021491,1.520267007245,25.2395,1.1445,7454,1,0.001,"control_LIA_latrine_LIA",11877,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_20711","ASV_20711",0.00317186234817814,0.934786842105263,0.00567399986063874,0.559016994374947,0,23.5035,18262,1,0.048,"control_LIA_latrine_LIA",20711,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV_14175","ASV_14175",0.00284642375168691,0.934786842105263,0.00509183760123353,0.559016994374947,21.092,0,10309,1,0.001,"control_LIA_latrine_LIA",14175,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_21974","ASV_21974",0.0128654970760234,0.972910085470086,0.017603491826038,0.730849152154777,95.3333333333333,0,20142,1,0.018,"latrine_1931-1962_control_1984-2024",21974,"Bacteria","Bacillota","Bacilli","Bacillales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_21961","ASV_21961",0.012595951417004,0.972910085470086,0.0170992110673251,0.73663933192062,93.336,0,20126,1,0.009,"latrine_1931-1962_control_1984-2024",21961,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_21960","ASV_21960",0.0110793522267206,0.972910085470086,0.013402717269429,0.82664970125067,82.098,0,20125,1,0.015,"latrine_1931-1962_control_1984-2024",21960,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_6544","ASV_6544",0.00886252811515969,0.972910085470086,0.0127477709688045,0.695221787153807,65.6713333333333,0,1250,1,0.042,"latrine_1931-1962_control_1984-2024",6544,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_21968","ASV_21968",0.00622483130904184,0.972910085470086,0.0079275358819129,0.785216415512433,46.126,0,20135,1,0.019,"latrine_1931-1962_control_1984-2024",21968,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"ASV_11735","ASV_11735",0.00564974358974359,0.972910085470086,0.00423799038851796,1.33311854718937,0,41.8646,7476,1,0.022,"latrine_1931-1962_control_1984-2024",11735,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_21975","ASV_21975",0.00494799820062978,0.972910085470086,0.00711715065905308,0.695221787153807,36.6646666666667,0,20143,1,0.02,"latrine_1931-1962_control_1984-2024",21975,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_17988","ASV_17988",0.00369886639676113,0.972910085470086,0.00271035411323984,1.36471702302386,0.324666666666667,27.7226,15144,1,0.031,"latrine_1931-1962_control_1984-2024",17988,"Bacteria","Candidatus_Kapabacteria","Kapabacteria","Kapabacteriales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_5897","ASV_5897",0.00302920377867746,0.972910085470086,0.00216750155794778,1.39755552542511,0,22.4464,412,1,0.022,"latrine_1931-1962_control_1984-2024",5897,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella",NA
"ASV_23672","ASV_23672",0.00302294197031039,0.972910085470086,0.00244871273158855,1.23450249239703,22.4,0,22340,1,0.009,"latrine_1931-1962_control_1984-2024",23672,"Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium",NA
"ASV_21974","ASV_21974",0.0128654970760234,0.974614844804318,0.0180772129887448,0.711696934922087,95.3333333333333,0,20011,1,0.032,"latrine_1931-1962_control_LIA",21974,"Bacteria","Bacillota","Bacilli","Bacillales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_21961","ASV_21961",0.012595951417004,0.974614844804318,0.0175593617140395,0.717335380529978,93.336,0,19993,1,0.015,"latrine_1931-1962_control_LIA",21961,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_21960","ASV_21960",0.0110793522267206,0.974614844804318,0.013763392916684,0.804986989312081,82.098,0,19992,1,0.022,"latrine_1931-1962_control_LIA",21960,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_6544","ASV_6544",0.00886252811515969,0.974614844804318,0.0130908215944951,0.67700320038633,65.6713333333333,0,896,1,0.032,"latrine_1931-1962_control_LIA",6544,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_24608","ASV_24608",0.0074138326585695,0.974614844804318,0.00335488923129465,2.20985914807938,0,54.9365,23481,1,0.001,"latrine_1931-1962_control_LIA",24608,"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Incertae_Sedis",NA
"ASV_21968","ASV_21968",0.00622483130904184,0.974614844804318,0.00814087091523992,0.764639480695953,46.126,0,20001,1,0.048,"latrine_1931-1962_control_LIA",21968,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"ASV_21975","ASV_21975",0.00494799820062978,0.974614844804318,0.0073086777105429,0.67700320038633,36.6646666666667,0,20012,1,0.021,"latrine_1931-1962_control_LIA",21975,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_11998","ASV_11998",0.00405357624831309,0.974614844804318,0.00327364538099285,1.23824537375019,0,30.037,7712,1,0.003,"latrine_1931-1962_control_LIA",11998,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV_14169","ASV_14169",0.00346545209176788,0.974614844804318,0.00345885414935808,1.00190755149679,0,25.679,10411,1,0.003,"latrine_1931-1962_control_LIA",14169,"Bacteria","Candidatus_Eremiobacterota","Eremiobacteria","Incertae_Sedis","Incertae_Sedis","Incertae_Sedis",NA
"ASV_11877","ASV_11877",0.00340614035087719,0.974614844804318,0.00214493804742175,1.58799008436231,0,25.2395,7549,1,0.003,"latrine_1931-1962_control_LIA",11877,"Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Incertae_Sedis",NA
"ASV_21974","ASV_21974",0.0128654970760234,0.947591093117409,0.0178093876199626,0.722399745042464,95.3333333333333,0,19464,1,0.033,"latrine_1931-1962_control_LIA-1931",21974,"Bacteria","Bacillota","Bacilli","Bacillales","Incertae_Sedis","Incertae_Sedis",NA
"ASV_21961","ASV_21961",0.012595951417004,0.947591093117409,0.0172992086401353,0.728122984064173,93.336,0,19447,1,0.007,"latrine_1931-1962_control_LIA-1931",21961,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_21960","ASV_21960",0.0110793522267206,0.947591093117409,0.0135594795266111,0.817092736116969,82.098,0,19446,1,0.014,"latrine_1931-1962_control_LIA-1931",21960,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_22891","ASV_22891",0.0101557354925776,0.947591093117409,0.0083290628025304,1.21931311281412,0.961333333333333,76.182,20795,1,0.022,"latrine_1931-1962_control_LIA-1931",22891,"Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Micrococcaceae","Incertae_Sedis",NA
"ASV_6544","ASV_6544",0.00886252811515969,0.947591093117409,0.012896872774874,0.687184270936277,65.6713333333333,0,27343,0.994551992765233,0.041,"latrine_1931-1962_control_LIA-1931",6544,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",NA
"ASV_21968","ASV_21968",0.00622483130904184,0.947591093117409,0.00802025875248896,0.776138464000312,46.126,0,19457,1,0.029,"latrine_1931-1962_control_LIA-1931",21968,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA
"ASV_21975","ASV_21975",0.00494799820062978,0.947591093117409,0.00720039501761037,0.687184270936277,36.6646666666667,0,19465,1,0.021,"latrine_1931-1962_control_LIA-1931",21975,"Bacteria","Bacillota","Bacilli","Bacillales","Planococcaceae","Incertae_Sedis",NA
"ASV_1044","ASV_1044",0.00346950067476383,0.947591093117409,0.000812660364279553,4.26931203644913,3.44333333333333,29.1523333333333,4289,0.65340544363979,0.004,"latrine_1931-1962_control_LIA-1931",1044,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Incertae_Sedis",NA
"ASV_23672","ASV_23672",0.00302294197031039,0.947591093117409,0.00247735362039323,1.22023030762583,22.4,0,21913,1,0.008,"latrine_1931-1962_control_LIA-1931",23672,"Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium",NA
"ASV_19273","ASV_19273",0.00267588843904633,0.947591093117409,0.00234790093113563,1.13969392982525,1.19,21.0183333333333,15837,1,0.048,"latrine_1931-1962_control_LIA-1931",19273,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Incertae_Sedis",NA
